#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 11 15 19 20 094  9.8  60 14.0 1837
2014 11 15 19 10 106  9.2 999 99.0 9999
2014 11 15 19 00 108  9.4 999 99.0 9999
2014 11 15 18 50 097  9.1  60 14.0 1837
2014 11 15 18 40 090 10.3 999 99.0 9999
2014 11 15 18 30 075 10.6 999 99.0 9999
2014 11 15 18 20 074 11.2  70 13.0 1818
2014 11 15 18 10 085 10.2 999 99.0 9999
2014 11 15 18 00 078 10.7 999 99.0 9999
2014 11 15 17 50 081 10.4  70 14.0 1653
2014 11 15 17 40 076 10.1 999 99.0 9999
2014 11 15 17 30 075 11.1 999 99.0 9999
2014 11 15 17 20 071 11.3  70 16.0 1620
2014 11 15 17 10 072 11.5 999 99.0 9999
2014 11 15 17 00 070 11.5 999 99.0 9999
2014 11 15 16 50 074 12.3  70 16.0 1620
2014 11 15 16 40 072 12.5 999 99.0 9999
2014 11 15 16 30 071 12.4 999 99.0 9999
2014 11 15 16 20 070 12.0  70 15.0 1618
2014 11 15 16 10 070 11.8 999 99.0 9999
2014 11 15 16 00 067 11.5 999 99.0 9999
2014 11 15 15 50 071 11.3  60 14.0 1547
2014 11 15 15 40 072 11.3 999 99.0 9999
2014 11 15 15 30 072 10.8 999 99.0 9999
2014 11 15 15 20 073 10.8  70 13.0 1518
2014 11 15 15 10 083 10.3 999 99.0 9999
2014 11 15 15 00 074  9.8 999 99.0 9999
2014 11 15 14 50 075 10.3  70 13.0 1436
2014 11 15 14 40 073 10.2 999 99.0 9999
2014 11 15 14 30 073  9.6 999 99.0 9999
2014 11 15 14 20 073  9.8  80 13.0 1323
2014 11 15 14 10 075 10.3 999 99.0 9999
2014 11 15 14 00 076 10.0 999 99.0 9999
2014 11 15 13 50 074 10.3  80 13.0 1323
2014 11 15 13 40 075  9.8 999 99.0 9999
2014 11 15 13 30 078 10.0 999 99.0 9999
2014 11 15 13 20 074  8.9  70 12.0 1250
2014 11 15 13 10 071  9.2 999 99.0 9999
2014 11 15 13 00 066  9.7 999 99.0 9999
2014 11 15 12 50 068  9.2  70 11.0 1214
2014 11 15 12 40 069  9.1 999 99.0 9999
2014 11 15 12 30 064  8.9 999 99.0 9999
2014 11 15 12 20 067  9.2  80 13.0 1128
2014 11 15 12 10 059  8.7 999 99.0 9999
2014 11 15 12 00 057  9.0 999 99.0 9999
2014 11 15 11 50 067  9.3  80 13.0 1128
2014 11 15 11 40 068 10.3 999 99.0 9999
2014 11 15 11 30 077 10.5 999 99.0 9999
2014 11 15 11 20 083  9.4  80 12.0 1053
2014 11 15 11 10 087  9.2 999 99.0 9999
2014 11 15 11 00 081  9.3 999 99.0 9999
2014 11 15 10 50 077  9.2  80 12.0 0952
2014 11 15 10 40 082  8.9 999 99.0 9999
2014 11 15 10 30 086  8.8 999 99.0 9999
2014 11 15 10 20 068  9.1  80 12.0 0952
2014 11 15 10 10 071  9.8 999 99.0 9999
2014 11 15 10 00 080  9.0 999 99.0 9999
2014 11 15 09 50 071  8.3  60 12.0 0906
2014 11 15 09 40 083  6.9 999 99.0 9999
2014 11 15 09 30 076  7.2 999 99.0 9999
2014 11 15 09 20 070  8.8  60 12.0 0906
2014 11 15 09 10 071  8.7 999 99.0 9999
2014 11 15 09 00 071  8.0 999 99.0 9999
2014 11 15 08 50 082  8.1  80 10.0 0805
2014 11 15 08 40 082  8.4 999 99.0 9999
2014 11 15 08 30 076  8.3 999 99.0 9999
2014 11 15 08 20 078  8.0  80 10.0 0805
2014 11 15 08 10 080  8.1 999 99.0 9999
2014 11 15 08 00 074  7.4 999 99.0 9999
2014 11 15 07 50 070  7.1  80  9.0 0709
2014 11 15 07 40 065  6.5 999 99.0 9999
2014 11 15 07 30 062  6.7 999 99.0 9999
2014 11 15 07 20 074  7.4  80  9.0 0709
2014 11 15 07 10 073  7.9 999 99.0 9999
2014 11 15 07 00 073  7.4 999 99.0 9999
2014 11 15 06 50 076  7.3  80  9.0 0636
2014 11 15 06 40 075  7.5 999 99.0 9999
2014 11 15 06 30 075  7.0 999 99.0 9999
2014 11 15 06 20 078  6.8  70  9.0 0554
2014 11 15 06 10 077  7.3 999 99.0 9999
2014 11 15 06 00 079  7.4 999 99.0 9999
2014 11 15 05 50 078  7.1  80  9.0 0450
2014 11 15 05 40 074  6.5 999 99.0 9999
2014 11 15 05 30 072  6.4 999 99.0 9999
2014 11 15 05 20 075  7.1  70  9.0 0437
2014 11 15 05 10 076  7.2 999 99.0 9999
2014 11 15 05 00 080  7.2 999 99.0 9999
2014 11 15 04 50 079  6.8  70  9.0 0437
2014 11 15 04 40 077  7.3 999 99.0 9999
2014 11 15 04 30 071  7.2 999 99.0 9999
2014 11 15 04 20 078  7.0  80 10.0 0336
2014 11 15 04 10 075  7.2 999 99.0 9999
2014 11 15 04 00 075  7.3 999 99.0 9999
2014 11 15 03 50 080  8.0  80 10.0 0336
2014 11 15 03 40 080  8.0 999 99.0 9999
2014 11 15 03 30 075  7.9 999 99.0 9999
2014 11 15 03 20 074  7.5 110 11.0 0233
2014 11 15 03 10 077  7.3 999 99.0 9999
2014 11 15 03 00 078  7.2 999 99.0 9999
2014 11 15 02 50 087  7.7 110 11.0 0233
2014 11 15 02 40 099  8.3 999 99.0 9999
2014 11 15 02 30 101  8.7 999 99.0 9999
2014 11 15 02 20 098  8.4 110 11.0 0202
2014 11 15 02 10 101  8.5 999 99.0 9999
2014 11 15 02 00 106  8.0 999 99.0 9999
2014 11 15 01 50 113  8.1 100 11.0 0149
2014 11 15 01 40 112  7.7 999 99.0 9999
2014 11 15 01 30 109  7.6 999 99.0 9999
2014 11 15 01 20 112  7.7 110 10.0 0024
2014 11 15 01 10 113  7.9 999 99.0 9999
2014 11 15 01 00 122  7.7 999 99.0 9999
2014 11 15 00 50 121  7.7 120 10.0 2353
2014 11 15 00 40 118  8.2 999 99.0 9999
2014 11 15 00 30 120  8.3 999 99.0 9999
2014 11 15 00 20 130  8.1 120 10.0 2353
2014 11 15 00 10 123  8.3 999 99.0 9999
2014 11 15 00 00 121  8.8 999 99.0 9999
2014 11 14 23 50 129  7.8 120 12.0 2256
2014 11 14 23 40 128  7.7 999 99.0 9999
2014 11 14 23 30 122  8.0 999 99.0 9999
2014 11 14 23 20 124  8.7 110 12.0 2249
2014 11 14 23 10 121  9.0 999 99.0 9999
2014 11 14 23 00 118  9.1 999 99.0 9999
2014 11 14 22 50 114  9.3 110 12.0 2249
2014 11 14 22 40 118  9.5 999 99.0 9999
2014 11 14 22 30 118  9.3 999 99.0 9999
2014 11 14 22 20 115  9.3 120 11.0 2216
2014 11 14 22 10 113  9.1 999 99.0 9999
2014 11 14 22 00 112  8.8 999 99.0 9999
2014 11 14 21 50 114  8.8 120 11.0 2132
2014 11 14 21 40 117  9.1 999 99.0 9999
2014 11 14 21 30 115  8.8 999 99.0 9999
2014 11 14 21 20 116  8.8 120 11.0 2115
2014 11 14 21 10 115  8.2 999 99.0 9999
2014 11 14 21 00 123  8.0 999 99.0 9999
2014 11 14 20 50 120  8.1 120 10.0 2027
2014 11 14 20 40 125  7.9 999 99.0 9999
2014 11 14 20 30 115  7.3 999 99.0 9999
2014 11 14 20 20 121  7.5 110 10.0 1957
2014 11 14 20 10 116  7.5 999 99.0 9999
2014 11 14 20 00 116  7.9 999 99.0 9999
2014 11 14 19 50 113  7.2 120  9.0 1939
2014 11 14 19 40 104  6.4 999 99.0 9999
2014 11 14 19 30 108  6.6 999 99.0 9999
2014 11 14 19 20 099  6.3  90  9.0 1844
2014 11 14 19 10 100  5.7 999 99.0 9999
2014 11 14 19 00 096  6.0 999 99.0 9999
2014 11 14 18 50 098  6.5  90  9.0 1844
2014 11 14 18 40 089  6.7 999 99.0 9999
2014 11 14 18 30 089  6.7 999 99.0 9999
2014 11 14 18 20 086  6.7 100  9.0 1720
2014 11 14 18 10 081  6.6 999 99.0 9999
2014 11 14 18 00 083  6.9 999 99.0 9999
2014 11 14 17 50 086  6.9  90 10.0 1708
2014 11 14 17 40 090  7.1 999 99.0 9999
2014 11 14 17 30 095  7.0 999 99.0 9999
2014 11 14 17 20 094  7.8  90 10.0 1708
2014 11 14 17 10 098  8.5 999 99.0 9999
2014 11 14 17 00 092  7.6 999 99.0 9999
2014 11 14 16 50 092  6.9  90  9.0 1647
2014 11 14 16 40 088  7.4 999 99.0 9999
2014 11 14 16 30 085  7.1 999 99.0 9999
2014 11 14 16 20 083  7.1  80  8.0 1613
2014 11 14 16 10 086  7.1 999 99.0 9999
2014 11 14 16 00 086  6.2 999 99.0 9999
2014 11 14 15 50 086  5.8  80  7.0 1546
2014 11 14 15 40 081  5.6 999 99.0 9999
2014 11 14 15 30 073  5.4 999 99.0 9999
2014 11 14 15 20 061  4.8  60  7.0 1427
2014 11 14 15 10 055  4.7 999 99.0 9999
2014 11 14 15 00 056  4.4 999 99.0 9999
2014 11 14 14 50 054  4.6  60  7.0 1427
2014 11 14 14 40 059  5.2 999 99.0 9999
2014 11 14 14 30 062  5.3 999 99.0 9999
2014 11 14 14 20 071  5.2  80  7.0 1324
2014 11 14 14 10 079  5.4 999 99.0 9999
2014 11 14 14 00 079  4.9 999 99.0 9999
2014 11 14 13 50 074  4.8  70  7.0 1310
2014 11 14 13 40 068  4.4 999 99.0 9999
2014 11 14 13 30 061  4.8 999 99.0 9999
2014 11 14 13 20 067  5.8  70  7.0 1310
2014 11 14 13 10 072  5.9 999 99.0 9999
2014 11 14 13 00 069  5.7 999 99.0 9999
2014 11 14 12 50 064  5.7  60  7.0 1150
2014 11 14 12 40 060  5.5 999 99.0 9999
2014 11 14 12 30 061  5.8 999 99.0 9999
2014 11 14 12 20 058  5.9  70  8.0 1145
2014 11 14 12 10 059  6.0 999 99.0 9999
2014 11 14 12 00 056  6.1 999 99.0 9999
2014 11 14 11 50 060  6.3  70  8.0 1145
2014 11 14 11 40 065  6.3 999 99.0 9999
2014 11 14 11 30 057  6.3 999 99.0 9999
2014 11 14 11 20 049  5.4  50  7.0 1118
2014 11 14 11 10 050  5.1 999 99.0 9999
2014 11 14 11 00 058  5.6 999 99.0 9999
2014 11 14 10 50 048  4.6  60  6.0 1048
2014 11 14 10 40 070  5.0 999 99.0 9999
2014 11 14 10 30 064  4.8 999 99.0 9999
2014 11 14 10 20 064  4.9  50  7.0 0935
2014 11 14 10 10 057  5.1 999 99.0 9999
2014 11 14 10 00 050  4.8 999 99.0 9999
2014 11 14 09 50 041  5.0  70  8.0 0910
2014 11 14 09 40 050  5.0 999 99.0 9999
2014 11 14 09 30 064  4.1 999 99.0 9999
2014 11 14 09 20 061  5.5  60  9.0 0826
2014 11 14 09 10 061  6.1 999 99.0 9999
2014 11 14 09 00 060  6.3 999 99.0 9999
2014 11 14 08 50 055  6.6  60  9.0 0826
2014 11 14 08 40 052  7.2 999 99.0 9999
2014 11 14 08 30 061  7.5 999 99.0 9999
2014 11 14 08 20 064  6.8  70 10.0 0721
2014 11 14 08 10 063  7.0 999 99.0 9999
2014 11 14 08 00 067  7.3 999 99.0 9999
2014 11 14 07 50 069  7.5  70 11.0 0654
2014 11 14 07 40 067  7.3 999 99.0 9999
2014 11 14 07 30 072  8.1 999 99.0 9999
2014 11 14 07 20 065  8.4  70 11.0 0654
2014 11 14 07 10 066  8.8 999 99.0 9999
2014 11 14 07 00 067  8.7 999 99.0 9999
2014 11 14 06 50 069  8.5  60 10.0 0639
2014 11 14 06 40 069  9.0 999 99.0 9999
2014 11 14 06 30 070  8.4 999 99.0 9999
2014 11 14 06 20 072  8.2  70 11.0 0531
2014 11 14 06 10 075  8.2 999 99.0 9999
2014 11 14 06 00 072  8.6 999 99.0 9999
2014 11 14 05 50 071  8.5  70 11.0 0531
2014 11 14 05 40 071  8.8 999 99.0 9999
2014 11 14 05 30 071  8.6 999 99.0 9999
2014 11 14 05 20 076  7.9  70 10.0 0436
2014 11 14 05 10 072  7.9 999 99.0 9999
2014 11 14 05 00 071  7.9 999 99.0 9999
2014 11 14 04 50 070  8.4  70 10.0 0436
2014 11 14 04 40 070  8.8 999 99.0 9999
2014 11 14 04 30 070  8.1 999 99.0 9999
2014 11 14 04 20 068  8.0  70 10.0 0336
2014 11 14 04 10 065  7.8 999 99.0 9999
2014 11 14 04 00 068  8.3 999 99.0 9999
2014 11 14 03 50 071  7.9  70 10.0 0315
2014 11 14 03 40 073  8.5 999 99.0 9999
2014 11 14 03 30 073  8.4 999 99.0 9999
2014 11 14 03 20 073  8.6  70 10.0 0315
2014 11 14 03 10 073  8.1 999 99.0 9999
2014 11 14 03 00 073  8.3 999 99.0 9999
2014 11 14 02 50 072  8.6  70 10.0 0155
2014 11 14 02 40 074  9.0 999 99.0 9999
2014 11 14 02 30 072  8.7 999 99.0 9999
2014 11 14 02 20 074  8.8  70 10.0 0155
2014 11 14 02 10 070  8.3 999 99.0 9999
2014 11 14 02 00 075  8.3 999 99.0 9999
2014 11 14 01 50 077  8.0  70 11.0 0050
2014 11 14 01 40 079  7.8 999 99.0 9999
2014 11 14 01 30 072  8.3 999 99.0 9999
2014 11 14 01 20 077  8.4  80 12.0 0027
2014 11 14 01 10 077  8.5 999 99.0 9999
2014 11 14 01 00 081  8.7 999 99.0 9999
2014 11 14 00 50 083  8.3  80 12.0 0027
2014 11 14 00 40 084  8.5 999 99.0 9999
2014 11 14 00 30 081  9.1 999 99.0 9999
2014 11 14 00 20 085  8.6  90 12.0 2356
2014 11 14 00 10 083  9.2 999 99.0 9999
2014 11 14 00 00 082  9.3 999 99.0 9999
2014 11 13 23 50 084  8.9  80 11.0 2256
2014 11 13 23 40 088  9.3 999 99.0 9999
2014 11 13 23 30 086  9.1 999 99.0 9999
2014 11 13 23 20 090  9.0 999 99.0 9999
2014 11 13 23 10 093  8.8 999 99.0 9999
2014 11 13 23 00 092  9.0 999 99.0 9999
2014 11 13 22 50 091  9.2 110 13.0 2214
2014 11 13 22 40 092  8.8 999 99.0 9999
2014 11 13 22 30 107  9.5 999 99.0 9999
2014 11 13 22 20 109 10.0 110 14.0 2131
2014 11 13 22 10 112 10.1 999 99.0 9999
2014 11 13 22 00 115 10.5 999 99.0 9999
2014 11 13 21 50 111 10.1 110 14.0 2131
2014 11 13 21 40 115 10.6 999 99.0 9999
2014 11 13 21 30 114 10.7 999 99.0 9999
2014 11 13 21 20 099  9.8  90 13.0 2025
2014 11 13 21 10 101  9.7 999 99.0 9999
2014 11 13 21 00 086 10.1 999 99.0 9999
2014 11 13 20 50 085  9.8  90 14.0 1952
2014 11 13 20 40 083  9.9 999 99.0 9999
2014 11 13 20 30 084 10.5 999 99.0 9999
2014 11 13 20 20 080 10.1  70 14.0 1927
2014 11 13 20 10 078 10.4 999 99.0 9999
2014 11 13 20 00 078 10.7 999 99.0 9999
2014 11 13 19 50 085  9.6  70 14.0 1927
2014 11 13 19 40 079 10.1 999 99.0 9999
2014 11 13 19 30 073 11.0 999 99.0 9999
2014 11 13 19 20 076 11.2  70 15.0 1839
2014 11 13 19 10 088  9.5 999 99.0 9999
2014 11 13 19 00 069 10.3 999 99.0 9999
2014 11 13 18 50 073 11.1  70 15.0 1839
2014 11 13 18 40 076 11.7 999 99.0 9999
2014 11 13 18 30 080 12.1 999 99.0 9999
2014 11 13 18 20 078 12.0  80 14.0 1816
2014 11 13 18 10 079 12.1 999 99.0 9999
2014 11 13 18 00 081 11.8 999 99.0 9999
2014 11 13 17 50 080 11.7  80 15.0 1710
2014 11 13 17 40 083 11.3 999 99.0 9999
2014 11 13 17 30 083 11.7 999 99.0 9999
2014 11 13 17 20 080 11.8  80 15.0 1710
2014 11 13 17 10 075 11.6 999 99.0 9999
2014 11 13 17 00 073 11.5 999 99.0 9999
2014 11 13 16 50 074 11.4  80 15.0 1622
2014 11 13 16 40 076 12.0 999 99.0 9999
2014 11 13 16 30 078 11.8 999 99.0 9999
2014 11 13 16 20 080 11.7  90 15.0 1528
2014 11 13 16 10 083 11.7 999 99.0 9999
2014 11 13 16 00 080 11.6 999 99.0 9999
2014 11 13 15 50 077 12.0  80 16.0 1511
2014 11 13 15 40 077 11.9 999 99.0 9999
2014 11 13 15 30 083 12.1 999 99.0 9999
2014 11 13 15 20 082 12.5  80 16.0 1511
2014 11 13 15 10 081 11.9 999 99.0 9999
2014 11 13 15 00 078 12.4 999 99.0 9999
2014 11 13 14 50 081 12.1  70 15.0 1429
2014 11 13 14 40 079 12.4 999 99.0 9999
2014 11 13 14 30 077 11.6 999 99.0 9999
2014 11 13 14 20 077 11.6  80 15.0 1320
2014 11 13 14 10 075 11.9 999 99.0 9999
2014 11 13 14 00 077 11.8 999 99.0 9999
2014 11 13 13 50 079 12.4  80 15.0 1320
2014 11 13 13 40 077 11.7 999 99.0 9999
2014 11 13 13 30 080 11.8 999 99.0 9999
2014 11 13 13 20 081 11.9  80 15.0 1305
2014 11 13 13 10 084 12.0 999 99.0 9999
2014 11 13 13 00 083 11.9 999 99.0 9999
2014 11 13 12 50 079 11.3  70 14.0 1217
2014 11 13 12 40 077 11.3 999 99.0 9999
2014 11 13 12 30 074 11.6 999 99.0 9999
2014 11 13 12 20 074 11.7  80 15.0 1149
2014 11 13 12 10 079 11.4 999 99.0 9999
2014 11 13 12 00 077 11.2 999 99.0 9999
2014 11 13 11 50 072 11.3  80 15.0 1149
2014 11 13 11 40 073 11.5 999 99.0 9999
2014 11 13 11 30 075 11.9 999 99.0 9999
2014 11 13 11 20 075 11.2  70 15.0 1045
2014 11 13 11 10 075 11.5 999 99.0 9999
2014 11 13 11 00 073 11.4 999 99.0 9999
2014 11 13 10 50 075 11.6  80 15.0 0950
2014 11 13 10 40 074 11.6 999 99.0 9999
2014 11 13 10 30 071 12.0 999 99.0 9999
2014 11 13 10 20 074 11.6  80 15.0 0950
2014 11 13 10 10 079 12.2 999 99.0 9999
2014 11 13 10 00 079 12.0 999 99.0 9999
2014 11 13 09 50 082 11.9  70 15.0 0909
2014 11 13 09 40 080 11.7 999 99.0 9999
2014 11 13 09 30 078 11.7 999 99.0 9999
2014 11 13 09 20 078 11.8  70 15.0 0909
2014 11 13 09 10 082 11.8 999 99.0 9999
2014 11 13 09 00 078 11.3 999 99.0 9999
2014 11 13 08 50 080 11.4  70 15.0 0753
2014 11 13 08 40 082 11.7 999 99.0 9999
2014 11 13 08 30 078 11.8 999 99.0 9999
2014 11 13 08 20 085 12.2  70 15.0 0753
2014 11 13 08 10 082 11.9 999 99.0 9999
2014 11 13 08 00 082 12.0 999 99.0 9999
2014 11 13 07 50 082 12.1  80 15.0 0659
2014 11 13 07 40 079 12.4 999 99.0 9999
2014 11 13 07 30 081 12.1 999 99.0 9999
2014 11 13 07 20 079 12.1  90 16.0 0632
2014 11 13 07 10 082 12.5 999 99.0 9999
2014 11 13 07 00 084 12.2 999 99.0 9999
2014 11 13 06 50 082 12.8  80 16.0 0617
2014 11 13 06 40 085 13.1 999 99.0 9999
2014 11 13 06 30 084 12.9 999 99.0 9999
2014 11 13 06 20 083 13.3  80 16.0 0526
2014 11 13 06 10 086 12.8 999 99.0 9999
2014 11 13 06 00 089 13.0 999 99.0 9999
2014 11 13 05 50 085 12.4  80 17.0 0505
2014 11 13 05 40 083 13.0 999 99.0 9999
2014 11 13 05 30 086 12.8 999 99.0 9999
2014 11 13 05 20 085 13.5  80 17.0 0505
2014 11 13 05 10 083 13.3 999 99.0 9999
2014 11 13 05 00 083 13.6 999 99.0 9999
2014 11 13 04 50 084 13.0  80 16.0 0446
2014 11 13 04 40 084 13.3 999 99.0 9999
2014 11 13 04 30 082 12.9 999 99.0 9999
2014 11 13 04 20 082 13.3  90 16.0 0401
2014 11 13 04 10 085 13.2 999 99.0 9999
2014 11 13 04 00 085 13.1 999 99.0 9999
2014 11 13 03 50 086 13.0  90 16.0 0319
2014 11 13 03 40 084 12.6 999 99.0 9999
2014 11 13 03 30 085 12.8 999 99.0 9999
2014 11 13 03 20 085 12.9  90 16.0 0319
2014 11 13 03 10 083 13.0 999 99.0 9999
2014 11 13 03 00 083 12.7 999 99.0 9999
2014 11 13 02 50 084 12.5  90 16.0 0249
2014 11 13 02 40 082 12.5 999 99.0 9999
2014 11 13 02 30 082 12.4 999 99.0 9999
2014 11 13 02 20 079 13.1  80 16.0 0215
2014 11 13 02 10 080 12.2 999 99.0 9999
2014 11 13 02 00 079 12.6 999 99.0 9999
2014 11 13 01 50 080 12.5  80 15.0 0057
2014 11 13 01 40 079 12.4 999 99.0 9999
2014 11 13 01 30 075 12.1 999 99.0 9999
2014 11 13 01 20 081 12.0 100 16.0 0024
2014 11 13 01 10 083 12.0 999 99.0 9999
2014 11 13 01 00 083 12.1 999 99.0 9999
2014 11 13 00 50 092 12.2 110 18.0 0001
2014 11 13 00 40 092 12.0 999 99.0 9999
2014 11 13 00 30 098 12.6 999 99.0 9999
2014 11 13 00 20 103 12.6 110 18.0 0001
2014 11 13 00 10 100 12.9 999 99.0 9999
2014 11 13 00 00 100 12.4 999 99.0 9999
2014 11 12 23 50 098 12.5 110 16.0 2323
2014 11 12 23 40 104 12.5 999 99.0 9999
2014 11 12 23 30 103 12.7 999 99.0 9999
2014 11 12 23 20 110 13.0  90 16.0 2237
2014 11 12 23 10 108 12.8 999 99.0 9999
2014 11 12 23 00 096 11.4 999 99.0 9999
2014 11 12 22 50 097 11.7  90 16.0 2237
2014 11 12 22 40 085 11.4 999 99.0 9999
2014 11 12 22 30 078 12.2 999 99.0 9999
2014 11 12 22 20 073 12.5  80 15.0 2204
2014 11 12 22 10 076 12.1 999 99.0 9999
2014 11 12 22 00 080 11.9 999 99.0 9999
2014 11 12 21 50 097 11.7 120 16.0 2106
2014 11 12 21 40 081 11.1 999 99.0 9999
2014 11 12 21 30 100 11.8 999 99.0 9999
2014 11 12 21 20 110 12.5 100 18.0 2029
2014 11 12 21 10 117 13.0 999 99.0 9999
2014 11 12 21 00 114 12.2 999 99.0 9999
2014 11 12 20 50 108 11.7 100 18.0 2029
2014 11 12 20 40 104 11.6 999 99.0 9999
2014 11 12 20 30 103 11.8 999 99.0 9999
2014 11 12 20 20 112 12.4 110 16.0 2017
2014 11 12 20 10 114 12.2 999 99.0 9999
2014 11 12 20 00 107 12.2 999 99.0 9999
2014 11 12 19 50 115 12.0  80 17.0 1914
2014 11 12 19 40 099 11.1 999 99.0 9999
2014 11 12 19 30 096 11.6 999 99.0 9999
2014 11 12 19 20 088 11.7  80 17.0 1914
2014 11 12 19 10 105 12.6 999 99.0 9999
2014 11 12 19 00 102 12.3 999 99.0 9999
2014 11 12 18 50 089 11.8  80 16.0 1811
2014 11 12 18 40 089 11.4 999 99.0 9999
2014 11 12 18 30 077 12.1 999 99.0 9999
2014 11 12 18 20 073 12.5  70 17.0 1736
2014 11 12 18 10 075 12.0 999 99.0 9999
2014 11 12 18 00 076 12.1 999 99.0 9999
2014 11 12 17 50 073 12.6  80 17.0 1651
2014 11 12 17 40 071 13.3 999 99.0 9999
2014 11 12 17 30 077 13.3 999 99.0 9999
2014 11 12 17 20 081 13.0  70 17.0 1630
2014 11 12 17 10 077 13.1 999 99.0 9999
2014 11 12 17 00 079 13.6 999 99.0 9999
2014 11 12 16 50 080 13.4  70 17.0 1612
2014 11 12 16 40 075 13.9 999 99.0 9999
2014 11 12 16 30 074 13.8 999 99.0 9999
2014 11 12 16 20 077 13.9  70 17.0 1612
2014 11 12 16 10 075 13.1 999 99.0 9999
2014 11 12 16 00 078 13.3 999 99.0 9999
2014 11 12 15 50 077 13.0  60 17.0 1512
2014 11 12 15 40 079 12.9 999 99.0 9999
2014 11 12 15 30 077 13.7 999 99.0 9999
2014 11 12 15 20 074 12.8  60 17.0 1512
2014 11 12 15 10 076 12.7 999 99.0 9999
2014 11 12 15 00 076 13.1 999 99.0 9999
2014 11 12 14 50 077 12.6  80 17.0 1403
2014 11 12 14 40 080 12.8 999 99.0 9999
2014 11 12 14 30 082 12.7 999 99.0 9999
2014 11 12 14 20 075 13.0  80 17.0 1403
2014 11 12 14 10 077 13.8 999 99.0 9999
2014 11 12 14 00 076 13.4 999 99.0 9999
2014 11 12 13 50 076 13.2  80 18.0 1250
2014 11 12 13 40 082 13.1 999 99.0 9999
2014 11 12 13 30 083 13.7 999 99.0 9999
2014 11 12 13 20 082 13.5  80 18.0 1250
2014 11 12 13 10 082 13.5 999 99.0 9999
2014 11 12 13 00 076 14.4 999 99.0 9999
2014 11 12 12 50 083 13.9  90 18.0 1159
2014 11 12 12 40 083 13.8 999 99.0 9999
2014 11 12 12 30 084 13.8 999 99.0 9999
2014 11 12 12 20 085 13.5  90 18.0 1159
2014 11 12 12 10 083 13.9 999 99.0 9999
2014 11 12 12 00 081 14.5 999 99.0 9999
2014 11 12 11 50 083 14.4  80 18.0 1057
2014 11 12 11 40 080 14.3 999 99.0 9999
2014 11 12 11 30 080 13.9 999 99.0 9999
2014 11 12 11 20 079 14.2  90 19.0 1037
2014 11 12 11 10 083 14.8 999 99.0 9999
2014 11 12 11 00 082 15.0 999 99.0 9999
2014 11 12 10 50 082 14.5  80 19.0 1006
2014 11 12 10 40 080 15.4 999 99.0 9999
2014 11 12 10 30 082 14.9 999 99.0 9999
2014 11 12 10 20 080 15.2  70 20.0 0940
2014 11 12 10 10 078 15.4 999 99.0 9999
2014 11 12 10 00 079 15.6 999 99.0 9999
2014 11 12 09 50 080 15.8  70 21.0 0853
2014 11 12 09 40 077 15.5 999 99.0 9999
2014 11 12 09 30 075 16.1 999 99.0 9999
2014 11 12 09 20 074 16.6  70 21.0 0853
2014 11 12 09 10 075 17.2 999 99.0 9999
2014 11 12 09 00 076 17.3 999 99.0 9999
2014 11 12 08 50 078 16.9  80 21.0 0752
2014 11 12 08 40 077 16.8 999 99.0 9999
2014 11 12 08 30 077 16.4 999 99.0 9999
2014 11 12 08 20 079 16.1  80 21.0 0752
2014 11 12 08 10 076 16.2 999 99.0 9999
2014 11 12 08 00 078 16.4 999 99.0 9999
2014 11 12 07 50 077 16.6  80 21.0 0730
2014 11 12 07 40 074 16.7 999 99.0 9999
2014 11 12 07 30 075 16.8 999 99.0 9999
2014 11 12 07 20 075 16.0  70 20.0 0718
2014 11 12 07 10 074 16.4 999 99.0 9999
2014 11 12 07 00 075 16.6 999 99.0 9999
2014 11 12 06 50 073 15.9  80 19.0 0645
2014 11 12 06 40 079 15.5 999 99.0 9999
2014 11 12 06 30 078 15.0 999 99.0 9999
2014 11 12 06 20 078 15.7  80 19.0 0611
2014 11 12 06 10 076 15.2 999 99.0 9999
2014 11 12 06 00 080 15.2 999 99.0 9999
2014 11 12 05 50 078 15.3  80 19.0 0514
2014 11 12 05 40 080 14.8 999 99.0 9999
2014 11 12 05 30 080 15.0 999 99.0 9999
2014 11 12 05 20 080 15.5  80 19.0 0447
2014 11 12 05 10 078 15.4 999 99.0 9999
2014 11 12 05 00 076 14.9 999 99.0 9999
2014 11 12 04 50 078 15.2  80 19.0 0447
2014 11 12 04 40 079 14.9 999 99.0 9999
2014 11 12 04 30 078 14.7 999 99.0 9999
2014 11 12 04 20 074 14.0  80 17.0 0331
2014 11 12 04 10 078 13.7 999 99.0 9999
2014 11 12 04 00 074 13.4 999 99.0 9999
2014 11 12 03 50 075 13.9  80 17.0 0331
2014 11 12 03 40 075 13.8 999 99.0 9999
2014 11 12 03 30 077 13.2 999 99.0 9999
2014 11 12 03 20 076 12.9  80 16.0 0239
2014 11 12 03 10 078 12.6 999 99.0 9999
2014 11 12 03 00 082 12.9 999 99.0 9999
2014 11 12 02 50 081 13.0  80 16.0 0239
2014 11 12 02 40 081 13.0 999 99.0 9999
2014 11 12 02 30 078 12.4 999 99.0 9999
2014 11 12 02 20 081 13.4  80 17.0 0148
2014 11 12 02 10 077 13.5 999 99.0 9999
