#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 11 20 16 20 189  7.2 190 11.0 1555
2014 11 20 16 10 185  7.8 999 99.0 9999
2014 11 20 16 00 191  8.2 999 99.0 9999
2014 11 20 15 50 201  8.0 200 10.0 1544
2014 11 20 15 40 202  7.9 999 99.0 9999
2014 11 20 15 30 193  8.1 999 99.0 9999
2014 11 20 15 20 183  7.6 180 11.0 1420
2014 11 20 15 10 180  7.0 999 99.0 9999
2014 11 20 15 00 182  6.8 999 99.0 9999
2014 11 20 14 50 185  6.7 190 13.0 1413
2014 11 20 14 40 187  7.4 999 99.0 9999
2014 11 20 14 30 187  8.0 999 99.0 9999
2014 11 20 14 20 187  9.5 190 13.0 1413
2014 11 20 14 10 165  5.6 999 99.0 9999
2014 11 20 14 00 171  5.6 999 99.0 9999
2014 11 20 13 50 185  7.3 130 10.0 1258
2014 11 20 13 40 154  6.7 999 99.0 9999
2014 11 20 13 30 124  6.6 999 99.0 9999
2014 11 20 13 20 116  7.6 110 11.0 1244
2014 11 20 13 10 111  7.8 999 99.0 9999
2014 11 20 13 00 116  8.1 999 99.0 9999
2014 11 20 12 50 111  8.9  90 11.0 1218
2014 11 20 12 40 094  7.5 999 99.0 9999
2014 11 20 12 30 089  8.1 999 99.0 9999
2014 11 20 12 20 085  8.8  90 11.0 1147
2014 11 20 12 10 096  8.8 999 99.0 9999
2014 11 20 12 00 099  8.0 999 99.0 9999
2014 11 20 11 50 101  8.8 100 13.0 1101
2014 11 20 11 40 101  8.6 999 99.0 9999
2014 11 20 11 30 106  8.2 999 99.0 9999
2014 11 20 11 20 109  8.8 100 13.0 1101
2014 11 20 11 10 103  9.8 999 99.0 9999
2014 11 20 11 00 097  9.9 999 99.0 9999
2014 11 20 10 50 101  9.6 100 13.0 1020
2014 11 20 10 40 100  9.5 999 99.0 9999
2014 11 20 10 30 099 10.3 999 99.0 9999
2014 11 20 10 20 102 11.0 110 13.0 1004
2014 11 20 10 10 101 10.9 999 99.0 9999
2014 11 20 10 00 102 10.9 999 99.0 9999
2014 11 20 09 50 105 10.2 100 13.0 0949
2014 11 20 09 40 109 10.2 999 99.0 9999
2014 11 20 09 30 107  9.6 999 99.0 9999
2014 11 20 09 20 110  9.3 110 11.0 0916
2014 11 20 09 10 115  8.7 999 99.0 9999
2014 11 20 09 00 106  8.2 999 99.0 9999
2014 11 20 08 50 101  7.8 100 10.0 0829
2014 11 20 08 40 104  8.1 999 99.0 9999
2014 11 20 08 30 106  8.7 999 99.0 9999
2014 11 20 08 20 110  8.6 100 10.0 0817
2014 11 20 08 10 113  8.0 999 99.0 9999
2014 11 20 08 00 118  8.2 999 99.0 9999
2014 11 20 07 50 123  8.6 120 10.0 0744
2014 11 20 07 40 121  8.0 999 99.0 9999
2014 11 20 07 30 118  7.4 999 99.0 9999
2014 11 20 07 20 123  7.6 110 10.0 0620
2014 11 20 07 10 117  7.2 999 99.0 9999
2014 11 20 07 00 112  7.1 999 99.0 9999
2014 11 20 06 50 112  7.2 110 10.0 0610
2014 11 20 06 40 113  7.1 999 99.0 9999
2014 11 20 06 30 111  8.4 999 99.0 9999
2014 11 20 06 20 109  8.7 100 10.0 0549
2014 11 20 06 10 104  8.4 999 99.0 9999
2014 11 20 06 00 104  8.3 999 99.0 9999
2014 11 20 05 50 102  8.3 100 10.0 0549
2014 11 20 05 40 100  8.5 999 99.0 9999
2014 11 20 05 30 103  8.5 999 99.0 9999
2014 11 20 05 20 105  7.8 110 11.0 0431
2014 11 20 05 10 105  8.1 999 99.0 9999
2014 11 20 05 00 107  8.1 999 99.0 9999
2014 11 20 04 50 107  8.3 100 11.0 0403
2014 11 20 04 40 109  8.9 999 99.0 9999
2014 11 20 04 30 107  9.0 999 99.0 9999
2014 11 20 04 20 108  8.6 100 11.0 0403
2014 11 20 04 10 106  8.9 999 99.0 9999
2014 11 20 04 00 105  9.3 999 99.0 9999
2014 11 20 03 50 107  8.9  90 12.0 0250
2014 11 20 03 40 107  8.9 999 99.0 9999
2014 11 20 03 30 105  9.1 999 99.0 9999
2014 11 20 03 20 105  9.3 999 99.0 9999
2014 11 20 03 10 103  9.4 999 99.0 9999
2014 11 20 03 00 105 10.0 999 99.0 9999
2014 11 20 02 50 107 10.2 110 13.0 0153
2014 11 20 02 40 108 10.1 999 99.0 9999
2014 11 20 02 30 107 10.2 999 99.0 9999
2014 11 20 02 20 104 10.1 110 13.0 0153
2014 11 20 02 10 106 10.2 999 99.0 9999
2014 11 20 02 00 106 10.4 999 99.0 9999
2014 11 20 01 50 105  9.8 120 12.0 0113
2014 11 20 01 40 108  9.9 999 99.0 9999
2014 11 20 01 30 110 10.1 999 99.0 9999
2014 11 20 01 20 111  9.9 120 12.0 0113
2014 11 20 01 10 108  9.7 999 99.0 9999
2014 11 20 01 00 106  9.3 999 99.0 9999
2014 11 20 00 50 104  9.4 100 12.0 0002
2014 11 20 00 40 105  9.1 999 99.0 9999
2014 11 20 00 30 111  8.5 999 99.0 9999
2014 11 20 00 20 107  8.9 100 12.0 2324
2014 11 20 00 10 112  9.2 999 99.0 9999
2014 11 20 00 00 115  9.5 999 99.0 9999
2014 11 19 23 50 115  9.5 110 13.0 2258
2014 11 19 23 40 111 10.3 999 99.0 9999
2014 11 19 23 30 110 10.6 999 99.0 9999
2014 11 19 23 20 109 10.8 120 13.0 2246
2014 11 19 23 10 110 10.5 999 99.0 9999
2014 11 19 23 00 113 11.0 999 99.0 9999
2014 11 19 22 50 115 10.6 120 13.0 2152
2014 11 19 22 40 114 10.6 999 99.0 9999
2014 11 19 22 30 109 10.6 999 99.0 9999
2014 11 19 22 20 108 10.7 120 14.0 2142
2014 11 19 22 10 106 10.6 999 99.0 9999
2014 11 19 22 00 113 10.7 999 99.0 9999
2014 11 19 21 50 115 11.4 120 14.0 2142
2014 11 19 21 40 112 11.4 999 99.0 9999
2014 11 19 21 30 110 11.6 999 99.0 9999
2014 11 19 21 20 108 11.2 120 15.0 2027
2014 11 19 21 10 109 11.0 999 99.0 9999
2014 11 19 21 00 110 10.9 999 99.0 9999
2014 11 19 20 50 111 11.3 120 15.0 2027
2014 11 19 20 40 115 12.0 999 99.0 9999
2014 11 19 20 30 114 12.1 999 99.0 9999
2014 11 19 20 20 112 11.2 120 14.0 1920
2014 11 19 20 10 113 11.9 999 99.0 9999
2014 11 19 20 00 112 12.1 999 99.0 9999
2014 11 19 19 50 110 12.0 120 15.0 1916
2014 11 19 19 40 111 11.3 999 99.0 9999
2014 11 19 19 30 112 11.9 999 99.0 9999
2014 11 19 19 20 115 12.3 120 15.0 1916
2014 11 19 19 10 115 11.9 999 99.0 9999
2014 11 19 19 00 115 11.4 999 99.0 9999
2014 11 19 18 50 114 11.3 120 14.0 1820
2014 11 19 18 40 115 11.6 999 99.0 9999
2014 11 19 18 30 115 11.5 999 99.0 9999
2014 11 19 18 20 119 11.2 120 14.0 1724
2014 11 19 18 10 117 11.2 999 99.0 9999
2014 11 19 18 00 116 11.2 999 99.0 9999
2014 11 19 17 50 117 11.2 110 14.0 1658
2014 11 19 17 40 115 11.4 999 99.0 9999
2014 11 19 17 30 115 11.3 999 99.0 9999
2014 11 19 17 20 117 11.3 110 15.0 1625
2014 11 19 17 10 115 11.3 999 99.0 9999
2014 11 19 17 00 112 11.6 999 99.0 9999
2014 11 19 16 50 110 11.4 110 15.0 1617
2014 11 19 16 40 114 12.0 999 99.0 9999
2014 11 19 16 30 110 12.1 999 99.0 9999
2014 11 19 16 20 112 12.0 110 15.0 1617
2014 11 19 16 10 110 12.3 999 99.0 9999
2014 11 19 16 00 108 12.1 999 99.0 9999
2014 11 19 15 50 112 11.7 100 14.0 1517
2014 11 19 15 40 112 11.8 999 99.0 9999
2014 11 19 15 30 112 11.7 999 99.0 9999
2014 11 19 15 20 114 11.7 100 14.0 1517
2014 11 19 15 10 113 11.2 999 99.0 9999
2014 11 19 15 00 114 11.2 999 99.0 9999
2014 11 19 14 50 113 10.4 110 13.0 1354
2014 11 19 14 40 111 10.6 999 99.0 9999
2014 11 19 14 30 113 11.0 999 99.0 9999
2014 11 19 14 20 114 10.7 120 13.0 1349
2014 11 19 14 10 115 10.3 999 99.0 9999
2014 11 19 14 00 116 11.1 999 99.0 9999
2014 11 19 13 50 113 11.4 120 13.0 1349
2014 11 19 13 40 115 11.4 999 99.0 9999
2014 11 19 13 30 114 11.1 999 99.0 9999
2014 11 19 13 20 113 11.4 110 13.0 1305
2014 11 19 13 10 112 11.3 999 99.0 9999
2014 11 19 13 00 109 10.8 999 99.0 9999
2014 11 19 12 50 115 10.6 110 13.0 1236
2014 11 19 12 40 112 10.8 999 99.0 9999
2014 11 19 12 30 114 10.3 999 99.0 9999
2014 11 19 12 20 114 10.4 110 12.0 1143
2014 11 19 12 10 112 10.3 999 99.0 9999
2014 11 19 12 00 114 10.1 999 99.0 9999
2014 11 19 11 50 117 10.1 110 12.0 1143
2014 11 19 11 40 114 10.1 999 99.0 9999
2014 11 19 11 30 115  9.7 999 99.0 9999
2014 11 19 11 20 114  9.8 110 12.0 1045
2014 11 19 11 10 115  9.8 999 99.0 9999
2014 11 19 11 00 112  9.7 999 99.0 9999
2014 11 19 10 50 109 10.2 110 12.0 1045
2014 11 19 10 40 112  9.9 999 99.0 9999
2014 11 19 10 30 113  9.6 999 99.0 9999
2014 11 19 10 20 115 10.1 120 12.0 1017
2014 11 19 10 10 115  9.8 999 99.0 9999
2014 11 19 10 00 116  9.7 999 99.0 9999
2014 11 19 09 50 114  9.5 110 12.0 0904
2014 11 19 09 40 113  9.9 999 99.0 9999
2014 11 19 09 30 114  9.9 999 99.0 9999
2014 11 19 09 20 113  9.7 110 12.0 0904
2014 11 19 09 10 112 10.0 999 99.0 9999
2014 11 19 09 00 113  9.7 999 99.0 9999
2014 11 19 08 50 113  9.8 110 11.0 0841
2014 11 19 08 40 115  9.5 999 99.0 9999
2014 11 19 08 30 115  9.4 999 99.0 9999
2014 11 19 08 20 116  9.3 110 11.0 0749
2014 11 19 08 10 123  9.1 999 99.0 9999
2014 11 19 08 00 120  9.3 999 99.0 9999
2014 11 19 07 50 115  9.3 110 11.0 0715
2014 11 19 07 40 115  9.5 999 99.0 9999
2014 11 19 07 30 113  9.4 999 99.0 9999
2014 11 19 07 20 110  9.7 100 12.0 0629
2014 11 19 07 10 108  9.5 999 99.0 9999
2014 11 19 07 00 110  9.4 999 99.0 9999
2014 11 19 06 50 108  9.4 110 12.0 0611
2014 11 19 06 40 103  9.4 999 99.0 9999
2014 11 19 06 30 099  9.9 999 99.0 9999
2014 11 19 06 20 104 10.0 110 12.0 0611
2014 11 19 06 10 106  9.6 999 99.0 9999
2014 11 19 06 00 109  9.5 999 99.0 9999
2014 11 19 05 50 107  9.5 110 11.0 0536
2014 11 19 05 40 112  9.6 999 99.0 9999
2014 11 19 05 30 118  9.5 999 99.0 9999
2014 11 19 05 20 114  9.2 120 12.0 0424
2014 11 19 05 10 116  9.2 999 99.0 9999
2014 11 19 05 00 121  9.2 999 99.0 9999
2014 11 19 04 50 120  9.3 120 12.0 0424
2014 11 19 04 40 117  9.3 999 99.0 9999
2014 11 19 04 30 114  9.7 999 99.0 9999
2014 11 19 04 20 115  9.4 110 12.0 0348
2014 11 19 04 10 117  9.2 999 99.0 9999
2014 11 19 04 00 112  9.8 999 99.0 9999
2014 11 19 03 50 113 10.1 110 12.0 0319
2014 11 19 03 40 113 10.0 999 99.0 9999
2014 11 19 03 30 113 10.3 999 99.0 9999
2014 11 19 03 20 112 10.2 110 12.0 0319
2014 11 19 03 10 111  9.8 999 99.0 9999
2014 11 19 03 00 108  9.6 999 99.0 9999
2014 11 19 02 50 110  9.8 110 11.0 0240
2014 11 19 02 40 112  9.4 999 99.0 9999
2014 11 19 02 30 114  9.2 999 99.0 9999
2014 11 19 02 20 113  9.5 110 12.0 0123
2014 11 19 02 10 112  9.6 999 99.0 9999
2014 11 19 02 00 111  9.5 999 99.0 9999
2014 11 19 01 50 109  9.6 110 12.0 0123
2014 11 19 01 40 110  9.8 999 99.0 9999
2014 11 19 01 30 110 10.0 999 99.0 9999
2014 11 19 01 20 112  9.9 110 11.0 0110
2014 11 19 01 10 108  9.8 999 99.0 9999
2014 11 19 01 00 107  9.5 999 99.0 9999
2014 11 19 00 50 113  9.4 120 11.0 0045
2014 11 19 00 40 108  9.1 999 99.0 9999
2014 11 19 00 30 107  9.2 999 99.0 9999
2014 11 19 00 20 109  8.8 110 10.0 2322
2014 11 19 00 10 112  8.7 999 99.0 9999
2014 11 19 00 00 111  8.6 999 99.0 9999
2014 11 18 23 50 114  9.0 110 10.0 2322
2014 11 18 23 40 115  8.6 999 99.0 9999
2014 11 18 23 30 114  9.2 999 99.0 9999
2014 11 18 23 20 113  8.9 110 11.0 2228
2014 11 18 23 10 109  8.6 999 99.0 9999
2014 11 18 23 00 113  9.0 999 99.0 9999
2014 11 18 22 50 113  9.0 120 11.0 2150
2014 11 18 22 40 110  9.1 999 99.0 9999
2014 11 18 22 30 111  9.0 999 99.0 9999
2014 11 18 22 20 111  9.0 120 11.0 2127
2014 11 18 22 10 112  8.9 999 99.0 9999
2014 11 18 22 00 112  9.4 999 99.0 9999
2014 11 18 21 50 115  9.6 120 11.0 2127
2014 11 18 21 40 114  9.5 999 99.0 9999
2014 11 18 21 30 116  9.7 999 99.0 9999
2014 11 18 21 20 121  9.2 100 12.0 2020
2014 11 18 21 10 117  9.5 999 99.0 9999
2014 11 18 21 00 115  9.4 999 99.0 9999
2014 11 18 20 50 113  9.4 120 13.0 2011
2014 11 18 20 40 111  9.4 999 99.0 9999
2014 11 18 20 30 112 10.0 999 99.0 9999
2014 11 18 20 20 112 10.3 120 13.0 2011
2014 11 18 20 10 113 10.1 999 99.0 9999
2014 11 18 20 00 112  9.5 999 99.0 9999
2014 11 18 19 50 108 10.1 100 12.0 1942
2014 11 18 19 40 110 10.0 999 99.0 9999
2014 11 18 19 30 115  9.5 999 99.0 9999
2014 11 18 19 20 124  9.1 120 12.0 1919
2014 11 18 19 10 125  9.4 999 99.0 9999
2014 11 18 19 00 121  9.5 999 99.0 9999
2014 11 18 18 50 121 10.0 110 13.0 1752
2014 11 18 18 40 118 10.2 999 99.0 9999
2014 11 18 18 30 115 10.4 999 99.0 9999
2014 11 18 18 20 119 10.4 110 13.0 1752
2014 11 18 18 10 116 10.4 999 99.0 9999
2014 11 18 18 00 113 10.9 999 99.0 9999
2014 11 18 17 50 113 10.4 110 12.0 1747
2014 11 18 17 40 111 10.3 999 99.0 9999
2014 11 18 17 30 110 10.5 999 99.0 9999
2014 11 18 17 20 113 10.2 120 12.0 1626
2014 11 18 17 10 117 10.1 999 99.0 9999
2014 11 18 17 00 117  9.9 999 99.0 9999
2014 11 18 16 50 115 10.1 120 12.0 1626
2014 11 18 16 40 115 10.2 999 99.0 9999
2014 11 18 16 30 115 10.5 999 99.0 9999
2014 11 18 16 20 112 10.0 110 12.0 1554
2014 11 18 16 10 110 10.0 999 99.0 9999
2014 11 18 16 00 111 10.3 999 99.0 9999
2014 11 18 15 50 114  9.7 110 12.0 1501
2014 11 18 15 40 114  9.6 999 99.0 9999
2014 11 18 15 30 116 10.0 999 99.0 9999
2014 11 18 15 20 113  9.8 110 12.0 1427
2014 11 18 15 10 116  9.9 999 99.0 9999
2014 11 18 15 00 118  9.7 999 99.0 9999
2014 11 18 14 50 117  9.9 110 12.0 1427
2014 11 18 14 40 115 10.0 999 99.0 9999
2014 11 18 14 30 115 10.0 999 99.0 9999
2014 11 18 14 20 111 10.0 120 12.0 1401
2014 11 18 14 10 111 10.0 999 99.0 9999
2014 11 18 14 00 113  9.9 999 99.0 9999
2014 11 18 13 50 113  9.7 120 11.0 1253
2014 11 18 13 40 112  9.6 999 99.0 9999
2014 11 18 13 30 115  9.4 999 99.0 9999
2014 11 18 13 20 114  9.6 120 12.0 1220
2014 11 18 13 10 114  9.6 999 99.0 9999
2014 11 18 13 00 115  9.7 999 99.0 9999
2014 11 18 12 50 115  9.8 110 12.0 1200
2014 11 18 12 40 110  9.8 999 99.0 9999
2014 11 18 12 30 114  9.9 999 99.0 9999
2014 11 18 12 20 115  9.8 110 12.0 1129
2014 11 18 12 10 115 10.0 999 99.0 9999
2014 11 18 12 00 117  9.9 999 99.0 9999
2014 11 18 11 50 118 10.0 120 12.0 1104
2014 11 18 11 40 116 10.1 999 99.0 9999
2014 11 18 11 30 117 10.4 999 99.0 9999
2014 11 18 11 20 118 10.0 120 12.0 1104
2014 11 18 11 10 118 10.1 999 99.0 9999
2014 11 18 11 00 115 10.0 999 99.0 9999
2014 11 18 10 50 111 10.0 110 12.0 1003
2014 11 18 10 40 113  9.9 999 99.0 9999
2014 11 18 10 30 115 10.2 999 99.0 9999
2014 11 18 10 20 115 10.1 110 12.0 1003
2014 11 18 10 10 115 10.1 999 99.0 9999
2014 11 18 10 00 117 10.2 999 99.0 9999
2014 11 18 09 50 116 10.3 120 12.0 0858
2014 11 18 09 40 116 10.2 999 99.0 9999
2014 11 18 09 30 118 10.3 999 99.0 9999
2014 11 18 09 20 116 10.0 120 12.0 0858
2014 11 18 09 10 117 10.1 999 99.0 9999
2014 11 18 09 00 114 10.1 999 99.0 9999
2014 11 18 08 50 115 10.1 110 12.0 0753
2014 11 18 08 40 116  9.9 999 99.0 9999
2014 11 18 08 30 115  9.3 999 99.0 9999
2014 11 18 08 20 111  9.3 110 12.0 0753
2014 11 18 08 10 118 10.0 999 99.0 9999
2014 11 18 08 00 116 10.0 999 99.0 9999
2014 11 18 07 50 114 10.2 110 12.0 0747
2014 11 18 07 40 116  9.7 999 99.0 9999
2014 11 18 07 30 115  9.9 999 99.0 9999
2014 11 18 07 20 115  9.6 110 12.0 0632
2014 11 18 07 10 113  9.7 999 99.0 9999
2014 11 18 07 00 113  9.7 999 99.0 9999
2014 11 18 06 50 109 10.0 110 12.0 0632
2014 11 18 06 40 108 10.4 999 99.0 9999
2014 11 18 06 30 113  9.7 999 99.0 9999
2014 11 18 06 20 109  9.9 120 12.0 0604
2014 11 18 06 10 110 10.2 999 99.0 9999
2014 11 18 06 00 110  9.8 999 99.0 9999
2014 11 18 05 50 115  9.7 120 11.0 0513
2014 11 18 05 40 113  9.4 999 99.0 9999
2014 11 18 05 30 116  9.5 999 99.0 9999
2014 11 18 05 20 117  9.5 110 12.0 0430
2014 11 18 05 10 119  9.3 999 99.0 9999
2014 11 18 05 00 114  9.3 999 99.0 9999
2014 11 18 04 50 113  9.6 110 12.0 0430
2014 11 18 04 40 111 10.0 999 99.0 9999
2014 11 18 04 30 114  9.6 999 99.0 9999
2014 11 18 04 20 112  9.9 110 12.0 0406
2014 11 18 04 10 109  9.9 999 99.0 9999
2014 11 18 04 00 110  9.8 999 99.0 9999
2014 11 18 03 50 111  9.3 110 11.0 0340
2014 11 18 03 40 112  9.1 999 99.0 9999
2014 11 18 03 30 116  8.6 999 99.0 9999
2014 11 18 03 20 116  9.0 110 11.0 0240
2014 11 18 03 10 117  9.1 999 99.0 9999
2014 11 18 03 00 112  9.4 999 99.0 9999
2014 11 18 02 50 109  9.5 110 11.0 0240
2014 11 18 02 40 107  9.3 999 99.0 9999
2014 11 18 02 30 111  8.7 999 99.0 9999
2014 11 18 02 20 110  8.8 120 10.0 0130
2014 11 18 02 10 112  8.5 999 99.0 9999
2014 11 18 02 00 120  8.2 999 99.0 9999
2014 11 18 01 50 115  8.0 110 11.0 0058
2014 11 18 01 40 115  8.4 999 99.0 9999
2014 11 18 01 30 113  9.1 999 99.0 9999
2014 11 18 01 20 110  9.1 100 11.0 0033
2014 11 18 01 10 108  9.0 999 99.0 9999
2014 11 18 01 00 105  9.1 999 99.0 9999
2014 11 18 00 50 106  9.3 100 11.0 0033
2014 11 18 00 40 105  9.3 999 99.0 9999
2014 11 18 00 30 104  9.4 999 99.0 9999
2014 11 18 00 20 104  9.4 100 11.0 0007
2014 11 18 00 10 103  9.1 999 99.0 9999
2014 11 18 00 00 103  8.7 999 99.0 9999
2014 11 17 23 50 105  8.7 120 12.0 2305
2014 11 17 23 40 106  9.3 999 99.0 9999
2014 11 17 23 30 107  9.1 999 99.0 9999
2014 11 17 23 20 116  9.3 120 12.0 2230
2014 11 17 23 10 117  9.4 999 99.0 9999
2014 11 17 23 00 116  9.3 999 99.0 9999
2014 11 17 22 50 112  9.7 100 12.0 2152
2014 11 17 22 40 113 10.1 999 99.0 9999
2014 11 17 22 30 110 10.0 999 99.0 9999
2014 11 17 22 20 107 10.0 110 13.0 2123
2014 11 17 22 10 108 10.1 999 99.0 9999
2014 11 17 22 00 105 10.2 999 99.0 9999
2014 11 17 21 50 107 10.2 110 13.0 2054
2014 11 17 21 40 107 10.8 999 99.0 9999
2014 11 17 21 30 111 10.9 999 99.0 9999
2014 11 17 21 20 112 11.1 110 13.0 2054
2014 11 17 21 10 109 10.9 999 99.0 9999
2014 11 17 21 00 111 11.3 999 99.0 9999
2014 11 17 20 50 111 11.2 110 13.0 1957
2014 11 17 20 40 111 10.7 999 99.0 9999
2014 11 17 20 30 111 10.8 999 99.0 9999
2014 11 17 20 20 112 10.6 110 13.0 1957
2014 11 17 20 10 113 10.7 999 99.0 9999
2014 11 17 20 00 115 10.8 999 99.0 9999
2014 11 17 19 50 119 10.7 110 14.0 1909
2014 11 17 19 40 122 11.1 999 99.0 9999
2014 11 17 19 30 121 10.8 999 99.0 9999
2014 11 17 19 20 117 11.2 110 14.0 1909
2014 11 17 19 10 115 11.0 999 99.0 9999
2014 11 17 19 00 115 11.4 999 99.0 9999
2014 11 17 18 50 118 11.4 110 13.0 1843
2014 11 17 18 40 119 10.6 999 99.0 9999
2014 11 17 18 30 120 10.7 999 99.0 9999
2014 11 17 18 20 111 10.5 110 12.0 1813
2014 11 17 18 10 118 10.1 999 99.0 9999
2014 11 17 18 00 119  9.7 999 99.0 9999
2014 11 17 17 50 122  9.4 110 13.0 1650
2014 11 17 17 40 117  9.5 999 99.0 9999
2014 11 17 17 30 117 10.1 999 99.0 9999
2014 11 17 17 20 119 10.2 120 13.0 1634
2014 11 17 17 10 115 10.8 999 99.0 9999
2014 11 17 17 00 116 10.9 999 99.0 9999
2014 11 17 16 50 119 11.3 110 14.0 1608
2014 11 17 16 40 119 11.0 999 99.0 9999
2014 11 17 16 30 114 11.2 999 99.0 9999
2014 11 17 16 20 114 11.4 110 14.0 1608
2014 11 17 16 10 109 11.1 999 99.0 9999
2014 11 17 16 00 108 11.0 999 99.0 9999
2014 11 17 15 50 105 11.0 120 13.0 1527
2014 11 17 15 40 113 10.9 999 99.0 9999
2014 11 17 15 30 111 11.2 999 99.0 9999
2014 11 17 15 20 109 11.2 110 13.0 1512
2014 11 17 15 10 108 10.8 999 99.0 9999
2014 11 17 15 00 109 11.0 999 99.0 9999
2014 11 17 14 50 112 10.2 110 12.0 1432
2014 11 17 14 40 111  9.9 999 99.0 9999
2014 11 17 14 30 113  9.6 999 99.0 9999
2014 11 17 14 20 115  9.6 120 12.0 1414
2014 11 17 14 10 113  9.6 999 99.0 9999
2014 11 17 14 00 117  9.2 999 99.0 9999
2014 11 17 13 50 118  8.9 110 11.0 1328
2014 11 17 13 40 116  8.6 999 99.0 9999
2014 11 17 13 30 116  8.9 999 99.0 9999
2014 11 17 13 20 117  8.3 120 10.0 1223
2014 11 17 13 10 119  8.2 999 99.0 9999
2014 11 17 13 00 123  8.1 999 99.0 9999
2014 11 17 12 50 125  7.9 110 13.0 1152
2014 11 17 12 40 126  7.9 999 99.0 9999
2014 11 17 12 30 121  8.4 999 99.0 9999
2014 11 17 12 20 119  9.0 110 13.0 1152
2014 11 17 12 10 113 10.3 999 99.0 9999
2014 11 17 12 00 108 11.3 999 99.0 9999
2014 11 17 11 50 109 11.0 100 13.0 1052
2014 11 17 11 40 107 10.8 999 99.0 9999
2014 11 17 11 30 108 10.9 999 99.0 9999
2014 11 17 11 20 107 10.4 100 14.0 1026
2014 11 17 11 10 111 11.0 999 99.0 9999
2014 11 17 11 00 110 11.1 999 99.0 9999
2014 11 17 10 50 111 11.4 100 14.0 1026
2014 11 17 10 40 109 11.6 999 99.0 9999
2014 11 17 10 30 110 11.1 999 99.0 9999
2014 11 17 10 20 113 10.8 110 13.0 0952
2014 11 17 10 10 109 10.7 999 99.0 9999
2014 11 17 10 00 109 11.0 999 99.0 9999
2014 11 17 09 50 110 10.9 120 13.0 0920
2014 11 17 09 40 109 11.0 999 99.0 9999
2014 11 17 09 30 115 11.0 999 99.0 9999
2014 11 17 09 20 114 10.9 120 13.0 0916
2014 11 17 09 10 118 10.6 999 99.0 9999
2014 11 17 09 00 120 10.4 999 99.0 9999
2014 11 17 08 50 115 10.4 110 14.0 0757
2014 11 17 08 40 116 10.1 999 99.0 9999
2014 11 17 08 30 117  9.9 999 99.0 9999
2014 11 17 08 20 113 10.6 110 14.0 0757
2014 11 17 08 10 113 10.8 999 99.0 9999
2014 11 17 08 00 112 10.7 999 99.0 9999
2014 11 17 07 50 112 10.5 120 13.0 0739
2014 11 17 07 40 115 10.6 999 99.0 9999
2014 11 17 07 30 116 10.4 999 99.0 9999
2014 11 17 07 20 112 10.5 120 12.0 0625
2014 11 17 07 10 109 10.5 999 99.0 9999
2014 11 17 07 00 116  9.9 999 99.0 9999
2014 11 17 06 50 113  9.8 110 13.0 0602
2014 11 17 06 40 112  9.9 999 99.0 9999
2014 11 17 06 30 114 10.3 999 99.0 9999
2014 11 17 06 20 112 10.1 110 13.0 0602
2014 11 17 06 10 107 10.5 999 99.0 9999
2014 11 17 06 00 104 10.3 999 99.0 9999
2014 11 17 05 50 105 10.3 110 13.0 0452
2014 11 17 05 40 110  9.8 999 99.0 9999
2014 11 17 05 30 110 10.0 999 99.0 9999
2014 11 17 05 20 111 10.2 110 13.0 0452
2014 11 17 05 10 111 10.2 999 99.0 9999
2014 11 17 05 00 112 10.4 999 99.0 9999
2014 11 17 04 50 114 10.3 110 13.0 0353
2014 11 17 04 40 113 10.2 999 99.0 9999
2014 11 17 04 30 113  9.7 999 99.0 9999
2014 11 17 04 20 117  9.6 110 13.0 0353
2014 11 17 04 10 114  9.8 999 99.0 9999
2014 11 17 04 00 115 10.0 999 99.0 9999
2014 11 17 03 50 117 10.2 110 12.0 0325
2014 11 17 03 40 118  9.7 999 99.0 9999
2014 11 17 03 30 112 10.2 999 99.0 9999
2014 11 17 03 20 118 10.2 120 13.0 0221
2014 11 17 03 10 114 10.2 999 99.0 9999
2014 11 17 03 00 115 10.1 999 99.0 9999
2014 11 17 02 50 112 10.4 110 14.0 0151
2014 11 17 02 40 113 10.2 999 99.0 9999
2014 11 17 02 30 112 10.3 999 99.0 9999
2014 11 17 02 20 110 10.4 110 14.0 0151
2014 11 17 02 10 113 10.7 999 99.0 9999
2014 11 17 02 00 111 11.4 999 99.0 9999
2014 11 17 01 50 115 11.7 120 14.0 0145
2014 11 17 01 40 115 11.3 999 99.0 9999
2014 11 17 01 30 116 11.7 999 99.0 9999
2014 11 17 01 20 117 11.4 120 14.0 0114
2014 11 17 01 10 114 11.0 999 99.0 9999
2014 11 17 01 00 117 10.7 999 99.0 9999
2014 11 17 00 50 117 10.2 120 14.0 2355
2014 11 17 00 40 116 10.3 999 99.0 9999
2014 11 17 00 30 116 10.7 999 99.0 9999
2014 11 17 00 20 118 11.0 120 14.0 2355
2014 11 17 00 10 119 11.2 999 99.0 9999
2014 11 17 00 00 121 11.7 999 99.0 9999
2014 11 16 23 50 116 10.8 110 14.0 2300
2014 11 16 23 40 115 10.8 999 99.0 9999
2014 11 16 23 30 114 11.1 999 99.0 9999
2014 11 16 23 20 114 11.4 120 15.0 2239
2014 11 16 23 10 114 11.3 999 99.0 9999
